naam;latijnse_naam;Waterbehoefte;Lichtbehoefte;Groeihoogte_cm;verkoopprijs_eur;standplaats;voorraad;bloeitijd;kleur;huisdier_vriendelijk;overview_image;additional_image1;additional_image2
Vioolbladplant Purpurea Calm;placeholder;Gemiddeld;Veel licht;48;183.44;Kamerplanten;110;Lente;Groen;Ja;carex_graceful_grasses_toffee_twist_ecogrande25.jpg;begonia_space_age_europa_ecogrande.jpg;dahlia_virtuoso_pinkerific_macro_02.jpg
Vioolbladplant Marginata Select;placeholder;Laag;Veel licht;131;76.82;Tussenvariant;170;Lente;Geel;Nee;moonlit_lavender_basket.jpg;portulaca_mojave_mango_tag.jpg;sip_and_savor.jpg
Vioolbladplant Marginata Beauty;placeholder;Gemiddeld;Veel licht;43;13.62;Tussenvariant;55;Jaarrond;Groen;Nee;dahlia_virtuoso_rad_raz_ecogrande_0.jpg;dahlia_virtuoso_rad_raz_grande.jpg;lobularia_white_knight_12827_tag.jpg
Vioolbladplant Marginata Princess;placeholder;Gemiddeld;Veel licht;68;165.62;Buitenplanten;129;Herfst;Paars;Nee;agastache_maestro_gold_mono.jpg;begonia_surefire_cascade_red_12825_tag.jpg;gigi.jpg
Vioolbladplant Marginata King;placeholder;Laag;Halfschaduw;58;181.71;Kamerplanten;147;Lente;Geel;Nee;salvia_unplugged_red_grande.jpg;portulaca_mojave_mango_mono.jpg;bidens_campfire_red_ember_12816_mono.jpg
Vioolbladplant Marginata Queen;placeholder;Hoog;Schaduw;168;52.08;Kamerplanten;161;Jaarrond;Oranje;Ja;cuphea_totally_tempted_watermelon_wine_grande.jpg;begonia_space_age_europa_ecogrande.jpg;begonia_surefire_cascade_red_12825_mono.jpg
Vioolbladplant Marginata Gem;placeholder;Hoog;Halfschaduw;175;101.13;Buitenplanten;176;Herfst;Roze;Ja;scaevola_stardiva_blue_mono.jpg;cuphea_totally_tempted_frosted_violet_mono_0.jpg;begonia_space_age_europa_tag.jpg
Vioolbladplant Marginata Delight;placeholder;Hoog;Halfschaduw;149;159.72;Buitenplanten;99;Lente;Blauw;Nee;salvia_unplugged_red_tag.jpg;caladium_heart_to_heart_midnight_oil_12831_tag.jpg;carex_graceful_grasses_toffee_twist_co-ex_grande25_0.jpg
Vioolbladplant Marginata Flame;placeholder;Laag;Veel licht;256;5.89;Kamerplanten;120;Lente;Paars;Ja;emerald_isle_alocasia-4640x6960-85b4e9f.jpg;dahlia_virtuoso_classy_carmine_tag.jpg;coleus_colorblaze_mini_me_chartreuse_tag.jpg
Vioolbladplant Marginata Mist;placeholder;Gemiddeld;Halfschaduw;40;87.26;Tussenvariant;50;Zomer;Roze;Nee;vista_view_basket.jpg;dahlia_virtuoso_pinkerific_mono.jpg;begonia_space_age_black_hole_mono.jpg
Vioolbladplant Marginata Pearl;placeholder;Laag;Schaduw;274;16.14;Kamerplanten;58;Jaarrond;Paars;Ja;portulaca_mojave_mango_tag.jpg;portulaca_mojave_mango_ecogrande.jpg;salvia_unplugged_white_ecogrande_1.jpg
Vioolbladplant Marginata Glow;placeholder;Laag;Schaduw;185;177.62;Kamerplanten;93;Winter;Wit;Nee;crisp_and_clean.jpg;supertunia_blue_tiara_mono.jpg;heliotropium_aromagica_purple_tag.jpg
Vioolbladplant Marginata Charm;placeholder;Gemiddeld;Halfschaduw;53;142.91;Tussenvariant;73;Lente;Oranje;Ja;agastache_maestro_coral_tag.jpg;portulaca_mojave_tangerine_mono25.jpg;begonia_space_age_europa_co-ex_grande.jpg
Vioolbladplant Marginata Dream;placeholder;Hoog;Schaduw;105;78.38;Tussenvariant;197;Zomer;Geel;Nee;speedster.jpg;begonia_space_age_triton_co-ex_grande.jpg;begonia_space_age_europa_macro_02.jpg
Vioolbladplant Marginata Classic;placeholder;Laag;Schaduw;115;131.28;Buitenplanten;199;Winter;Blauw;Nee;coleus_colorblaze_mini_me_chartreuse_mono.jpg;secret_cove.jpg;portulaca_mojave_mango_mono.jpg
Vioolbladplant Marginata Royal;placeholder;Gemiddeld;Veel licht;163;79.31;Kamerplanten;142;Jaarrond;Rood;Nee;pixie_powder_with_thriller_scene.jpg;scaevola_stardiva_pink_ecogrande.jpg;supertunia_vista_cool_jazz_12821_mono.jpg
Vioolbladplant Marginata Sunrise;placeholder;Gemiddeld;Veel licht;241;53.32;Tussenvariant;64;Winter;Geel;Ja;ipomoea_upside_black_coffee_newtagimage.png;whisk_me_away.jpg;scaevola_stardiva_pink_tag.jpg
Vioolbladplant Marginata Sunset;placeholder;Hoog;Veel licht;121;118.12;Kamerplanten;124;Herfst;Geel;Ja;crisp_and_clear.jpg;mother_earth-1201x1196-99fe97e.jpg;begonia_space_age_triton_mono.jpg
Vioolbladplant Marginata Snow;placeholder;Hoog;Schaduw;285;148.11;Buitenplanten;38;Herfst;Wit;Nee;dahlia_virtuoso_classy_carmine_tag.jpg;dahlia_virtuoso_dayglo_yellow_grande.jpg;begonia_space_age_black_hole_mono.jpg
Vioolbladplant Marginata Emerald;placeholder;Gemiddeld;Halfschaduw;226;108.19;Buitenplanten;131;Jaarrond;Roze;Ja;crisp_and_clear.jpg;scaevola_stardiva_pink_tag.jpg;hearth_and_home.jpg
Vioolbladplant Marginata Ruby;placeholder;Laag;Halfschaduw;224;37.85;Buitenplanten;190;Jaarrond;Wit;Ja;begonia_space_age_europa_tag.jpg;bold_symphony.png;bohemian.jpg
Vioolbladplant Marginata Sapphire;placeholder;Hoog;Schaduw;246;70.05;Kamerplanten;96;Zomer;Blauw;Ja;lobelia_laguna_royale_pink_12819_mono.jpg;carex_graceful_grasses_toffee_twist_co-ex_grande25.jpg;cuphea_totally_tempted_watermelon_wine_grande.jpg
Vioolbladplant Marginata Moon;placeholder;Laag;Schaduw;162;22.19;Buitenplanten;89;Zomer;Blauw;Nee;perfection.jpg;bidens_campfire_red_ember_12816_tag.jpg;carex_graceful_grasses_toffee_twist_co-ex_grande25.jpg
Vioolbladplant Marginata Spirit;placeholder;Hoog;Halfschaduw;36;135.87;Tussenvariant;183;Jaarrond;Geel;Ja;perfection.jpg;angelonia_angelface_white_tag.jpg;speedster.jpg
Vioolbladplant Marginata Grace;placeholder;Laag;Veel licht;20;120.07;Tussenvariant;175;Herfst;Geel;Ja;fashion_canvas_0.jpg;supertunia_bermuda_beach_macro_02_25_0.jpg;begonia_space_age_triton_mono.jpg
Vioolbladplant Marginata Harmony;placeholder;Laag;Halfschaduw;26;157.56;Kamerplanten;99;Herfst;Groen;Ja;crisp_and_clear.jpg;voice_of_an_angel_-4701x4443-1a19375.jpg;angelonia_angelface_white_mono_25.jpg
Vioolbladplant Marginata Wonder;placeholder;Gemiddeld;Halfschaduw;275;23.27;Buitenplanten;187;Lente;Roze;Ja;lobularia_white_knight_12827_mono.jpg;kindness.jpg;jamesbrittenia_safari_lava_flow_12817_mono.jpg
Vioolbladplant Marginata Magic;placeholder;Gemiddeld;Schaduw;270;139.02;Buitenplanten;150;Lente;Groen;Nee;salvia_unplugged_white_grande.jpg;agastache_maestro_coral_mono.jpg;supertunia_vista_cool_jazz_12821_mono.jpg
Vioolbladplant Marginata Velour;placeholder;Gemiddeld;Halfschaduw;87;179.56;Buitenplanten;98;Jaarrond;Groen;Nee;cuphea_totally_tempted_frosted_violet_grande_01_0.jpg;begonia_surefire_cascade_red_12825_tag.jpg;lobularia_white_knight_12827_tag.jpg
Vioolbladplant Marginata Crown;placeholder;Gemiddeld;Schaduw;122;90.76;Buitenplanten;67;Jaarrond;Blauw;Nee;scaevola_stardiva_white_ecogrande.jpg;sip_and_savor.jpg;dahlia_virtuoso_rad_raz_grande.jpg
Vioolbladplant Marginata Bloom;placeholder;Gemiddeld;Halfschaduw;261;155.19;Tussenvariant;115;Zomer;Groen;Nee;lobelia_laguna_royale_lilac_12818_mono.jpg;eclectic_elegance.jpg;utopia.jpg
Vioolbladplant Marginata Blush;placeholder;Gemiddeld;Veel licht;119;87.9;Buitenplanten;167;Zomer;Blauw;Ja;angelonia_angelface_white_mono_25.jpg;carex_graceful_grasses_toffee_twist_co-ex_grande25_0.jpg;begonia_surefire_cascade_red_12825_mono.jpg
Vioolbladplant Marginata Forest;placeholder;Laag;Schaduw;101;110.88;Kamerplanten;133;Winter;Wit;Nee;love_bug.jpg;dahlia_virtuoso_classy_carmine_ecogrande.jpg;tell_it_to_my_heart-925x1200-7c361cb.jpg
Vioolbladplant Marginata Sky;placeholder;Gemiddeld;Veel licht;91;174.89;Buitenplanten;128;Herfst;Roze;Ja;eclectic_elegance.jpg;dahlia_virtuoso_pinkerific_mono.jpg;cuphea_totally_tempted_watermelon_wine_grande.jpg
Vioolbladplant Marginata Ocean;placeholder;Gemiddeld;Halfschaduw;51;59.95;Buitenplanten;122;Winter;Wit;Ja;dahlia_virtuoso_classy_carmine_ecogrande.jpg;guaranteed_success.jpg;supertunia_mini_vista_pink_cloud_12822_mono.jpg
Vioolbladplant Marginata Frost;placeholder;Laag;Halfschaduw;80;154.07;Kamerplanten;24;Lente;Oranje;Nee;begonia_space_age_triton_ecogrande.jpg;dahlia_virtuoso_vibrant_violet_ecogrande.jpg;vista_view_basket.jpg
Vioolbladplant Marginata Summer;placeholder;Hoog;Schaduw;194;53.12;Tussenvariant;74;Lente;Rood;Nee;corner_cafe.jpg;corner_cafe.jpg;agastache_maestro_coral_tag.jpg
Vioolbladplant Marginata Autumn;placeholder;Laag;Veel licht;63;4.37;Buitenplanten;45;Lente;Geel;Nee;cuphea_totally_tempted_watermelon_wine_mono.jpg;supertunia_mini_vista_pink_cloud_12822_mono.jpg;quaint_cottage.jpg
Vioolbladplant Marginata Winter;placeholder;Gemiddeld;Schaduw;296;53.19;Tussenvariant;1;Winter;Blauw;Ja;cuphea_totally_tempted_frosted_violet_ecogrande.jpg;heart_to_heart_bottle_rocket.png;begonia_space_age_europa_co-ex_grande.jpg
Vioolbladplant Marginata Spring;placeholder;Laag;Schaduw;23;34.85;Tussenvariant;167;Herfst;Groen;Nee;memories.jpg;ipomoea_sweet_caroline_medusa_black_12824_mono.jpg;warm_and_toasty.jpg
Vioolbladplant Marginata Elite;placeholder;Laag;Halfschaduw;137;154.35;Buitenplanten;1;Zomer;Blauw;Ja;supertunia_mini_vista_plum_veined_ecogrande_1.jpg;scaevola_stardiva_blue_ecogrande.jpg;love_me_forever.jpg
Vioolbladplant Marginata Prime;placeholder;Hoog;Veel licht;86;96.03;Buitenplanten;98;Herfst;Oranje;Nee;superbells_magic_double_grapefruit_calibrachoa_2815_mono.jpg;portulaca_mojave_mango_ecogrande.jpg;angelonia_angelface_wedgwood_pink_tag.jpg
Vioolbladplant Marginata Natural;placeholder;Hoog;Schaduw;282;126.22;Kamerplanten;163;Lente;Roze;Ja;salvia_unplugged_red_mono.jpg;dahlia_virtuoso_dayglo_yellow_mono.jpg;angelonia_angelface_white_mono.jpg
Vioolbladplant Marginata Botanic;placeholder;Hoog;Schaduw;57;116.78;Buitenplanten;198;Herfst;Paars;Ja;angelonia_angelface_wedgwood_pink_mono.jpg;hearth_and_home.jpg;heart_to_heart_bottle_rocket.png
Vioolbladplant Marginata Lush;placeholder;Hoog;Schaduw;245;106.59;Kamerplanten;35;Lente;Wit;Ja;yard_makeover_121-600x400-d9c3bb2.jpg;corner_cafe.jpg;begonia_space_age_triton_tag.jpg
Vioolbladplant Marginata Fresh;placeholder;Gemiddeld;Halfschaduw;235;54.85;Kamerplanten;196;Zomer;Geel;Nee;cuphea_totally_tempted_watermelon_wine_ecogrande.jpg;scaevola_stardiva_blue_co-ex_grande.jpg;lobelia_laguna_royale_azure_12820_mono.jpg
Vioolbladplant Marginata Zen;placeholder;Gemiddeld;Schaduw;180;84.45;Buitenplanten;62;Jaarrond;Geel;Nee;pink_parrot-1201x1003-c8971dd.jpg;portulaca_mojave_mango_tag.jpg;agastache_maestro_gold_mono.jpg
Vioolbladplant Marginata Wild;placeholder;Laag;Halfschaduw;26;187.58;Kamerplanten;117;Winter;Rood;Nee;caladium_heart_to_heart_creme_brulee_12829_tag.jpg;polar_peach_w-thriller_scene.jpg;supertunia_mini_vista_plum_veined_mono.jpg
Vioolbladplant Marginata Soft;placeholder;Laag;Halfschaduw;110;4.69;Buitenplanten;116;Winter;Wit;Ja;secret_weapon.jpg;dahlia_virtuoso_rad_raz_tag_1.jpg;angelonia_angelface_white_grande_25.jpg
Vioolbladplant Marginata Bright;placeholder;Laag;Veel licht;45;178.17;Kamerplanten;160;Winter;Groen;Nee;begonia_space_age_europa_ecogrande.jpg;blossom_house.jpg;begonia_space_age_europa_mono.jpg
Vioolbladplant Marginata Calm;placeholder;Gemiddeld;Halfschaduw;104;134.35;Buitenplanten;3;Winter;Geel;Ja;agastache_maestro_coral_mono.jpg;salvia_unplugged_red_mono.jpg;salvia_unplugged_white_tag.jpg
Vioolbladplant Pendula Select;placeholder;Gemiddeld;Halfschaduw;136;69.97;Tussenvariant;35;Zomer;Rood;Ja;salvia_unplugged_red_grande.jpg;begonia_space_age_black_hole_macro_01.jpg;lobularia_white_knight_12827_tag.jpg
Vioolbladplant Pendula Beauty;placeholder;Hoog;Schaduw;66;22.42;Tussenvariant;32;Zomer;Geel;Nee;dahlia_virtuoso_dayglo_yellow_tag.jpg;bidens_campfire_red_ember_12816_tag.jpg;phlox_southern_blaze_bright_pink_12828_tag.jpg
Vioolbladplant Pendula Princess;placeholder;Hoog;Veel licht;194;77.17;Kamerplanten;93;Lente;Groen;Ja;aroma_heaven_0.jpg;alocasia_heart_to_heart_emerald_isle_1-gal.jpg;begonia_space_age_black_hole_mono.jpg
Vioolbladplant Pendula King;placeholder;Laag;Schaduw;176;138.75;Tussenvariant;70;Winter;Roze;Nee;coleus_colorblaze_mini_me_chartreuse_tag.jpg;supertunia_bermuda_beach_mono_25.jpg;dahlia_virtuoso_classy_carmine_tag.jpg
Vioolbladplant Pendula Queen;placeholder;Gemiddeld;Schaduw;21;176.43;Kamerplanten;90;Herfst;Roze;Nee;retreat.jpg;corner_cafe.jpg;bouffant_pc.jpg
Vioolbladplant Pendula Gem;placeholder;Gemiddeld;Halfschaduw;128;27.39;Tussenvariant;159;Winter;Paars;Nee;cuphea_totally_tempted_frosted_violet_macro_01.jpg;begonia_space_age_triton_ecogrande.jpg;supertunia_bordeaux_2026_mono.jpg
Vioolbladplant Pendula Delight;placeholder;Laag;Schaduw;96;63.87;Kamerplanten;11;Jaarrond;Groen;Nee;lobularia_white_knight_12827_mono.jpg;southern_voyage-1162x1200-3db4131.jpg;supertunia_bermuda_beach_macro_02_25_0.jpg
Vioolbladplant Pendula Flame;placeholder;Hoog;Schaduw;269;167.8;Kamerplanten;152;Jaarrond;Oranje;Nee;mother_earth-1201x1196-99fe97e.jpg;whisk_me_away.jpg;agastache_maestro_gold_mono.jpg
Vioolbladplant Pendula Mist;placeholder;Gemiddeld;Schaduw;243;100.74;Buitenplanten;70;Winter;Geel;Ja;dahlia_virtuoso_classy_carmine_mono.jpg;retro_chic.jpg;dahlia_virtuoso_pinkerific_mono.jpg
Vioolbladplant Pendula Pearl;placeholder;Laag;Veel licht;205;142.34;Tussenvariant;138;Jaarrond;Oranje;Nee;ipomoea_upside_black_coffee_newtagimage.png;salvia_unplugged_white_mono.jpg;scaevola_whirlwind_white_12305_mono.jpg
Vioolbladplant Pendula Glow;placeholder;Laag;Halfschaduw;216;171.45;Kamerplanten;93;Jaarrond;Rood;Ja;cuphea_totally_tempted_watermelon_wine_tag.jpg;lobelia_laguna_royale_pink_12819_mono.jpg;begonia_space_age_black_hole_macro_01.jpg
Vioolbladplant Pendula Charm;placeholder;Laag;Veel licht;130;157.68;Buitenplanten;140;Jaarrond;Rood;Nee;sunshine_state_w-thriller_scene-4480x6720-a4f0068.jpg;lobularia_white_knight_12827_mono.jpg;tell_it_to_my_heart-925x1200-7c361cb.jpg
Vioolbladplant Pendula Dream;placeholder;Gemiddeld;Veel licht;123;58.28;Tussenvariant;95;Herfst;Geel;Nee;lobelia_laguna_royale_pink_12819_tag.jpg;begonia_space_age_triton_mono.jpg;supertunia_vista_cool_jazz_12821_tag.jpg
Vioolbladplant Pendula Classic;placeholder;Gemiddeld;Halfschaduw;53;119.51;Buitenplanten;109;Winter;Blauw;Nee;heart_to_heart_bottle_rocket.png;scaevola_stardiva_white_tag.jpg;portulaca_mojave_tangerine_ecogrande_25.jpg
Vioolbladplant Pendula Royal;placeholder;Gemiddeld;Halfschaduw;16;170.56;Tussenvariant;44;Zomer;Rood;Nee;phlox_southern_blaze_bright_pink_12828_tag.jpg;cuphea_totally_tempted_watermelon_wine_ecogrande.jpg;cuphea_totally_tempted_richly_red_tag.jpg
Vioolbladplant Pendula Sunrise;placeholder;Hoog;Halfschaduw;257;101.9;Buitenplanten;93;Zomer;Roze;Nee;scaevola_stardiva_blue_co-ex_grande.jpg;dahlia_virtuoso_pinkerific_co-ex_grande.jpg;supertunia_bordeaux_2026_mono.jpg
Vioolbladplant Pendula Sunset;placeholder;Laag;Schaduw;219;41.25;Tussenvariant;87;Herfst;Blauw;Nee;nature_reserve-975x1200-ecebb22.jpg;hearth_and_home.jpg;salvia_unplugged_red_mono.jpg
Vioolbladplant Pendula Snow;placeholder;Gemiddeld;Veel licht;265;75.0;Buitenplanten;194;Winter;Wit;Nee;warm_and_toasty.jpg;scaevola_stardiva_white_co-ex_grande.jpg;coleus_colorblaze_mini_me_chartreuse_tag.jpg
Vioolbladplant Pendula Emerald;placeholder;Laag;Schaduw;86;50.68;Tussenvariant;96;Jaarrond;Blauw;Ja;to_die_for_heart-soul_va-va-violet.png;dahlia_virtuoso_classy_carmine_ecogrande_0.jpg;jamesbrittenia_safari_lava_flow_12817_tag.jpg
Vioolbladplant Pendula Ruby;placeholder;Laag;Halfschaduw;266;183.98;Kamerplanten;107;Jaarrond;Groen;Ja;style_oasis.jpg;dahlia_virtuoso_vibrant_violet_ecogrande.jpg;portulaca_mojave_tangerine_mono25.jpg
Vioolbladplant Pendula Sapphire;placeholder;Laag;Veel licht;62;130.5;Tussenvariant;153;Winter;Rood;Ja;scaevola_stardiva_blue_tag.jpg;vista_view_basket.jpg;island_paradise-872x1200-ac7b053.jpg
Vioolbladplant Pendula Moon;placeholder;Gemiddeld;Schaduw;270;51.33;Buitenplanten;45;Lente;Paars;Ja;berry_express.jpg;i_got_you.jpg;warm_and_toasty.jpg
Vioolbladplant Pendula Spirit;placeholder;Laag;Schaduw;35;107.8;Kamerplanten;58;Lente;Oranje;Ja;voice_of_an_angel_-4701x4443-1a19375.jpg;cuphea_totally_tempted_frosted_violet_co-ex_grande_01.jpg;supertunia_bermuda_beach_mono_25.jpg
Vioolbladplant Pendula Grace;placeholder;Gemiddeld;Halfschaduw;216;61.62;Tussenvariant;44;Herfst;Paars;Nee;corner_cafe.jpg;dahlia_virtuoso_classy_carmine_ecogrande_0.jpg;alocasia_heart_to_heart_emerald_isle_mono.jpg
Vioolbladplant Pendula Harmony;placeholder;Gemiddeld;Halfschaduw;142;177.76;Buitenplanten;50;Jaarrond;Wit;Nee;last_night.jpg;begonia_surefire_cascade_red_12825_tag.jpg;scaevola_stardiva_blue_tag.jpg
Vioolbladplant Pendula Wonder;placeholder;Hoog;Veel licht;240;8.7;Kamerplanten;79;Lente;Paars;Ja;carex_graceful_grasses_toffee_twist_ecogrande25.jpg;i_got_you.jpg;nature_reserve-975x1200-ecebb22.jpg
Vioolbladplant Pendula Magic;placeholder;Gemiddeld;Schaduw;290;93.75;Kamerplanten;195;Herfst;Oranje;Ja;coleus_colorblaze_mini_me_chartreuse_tag.jpg;sunshine_state_w-thriller_scene-4480x6720-a4f0068.jpg;salvia_unplugged_red_mono.jpg
Vioolbladplant Pendula Velour;placeholder;Laag;Veel licht;275;10.78;Tussenvariant;84;Lente;Oranje;Ja;scaevola_stardiva_blue_co-ex_grande.jpg;carex_graceful_grasses_toffee_twist_ecogrande25.jpg;agastache_maestro_gold_mono.jpg
Vioolbladplant Pendula Crown;placeholder;Gemiddeld;Halfschaduw;62;113.41;Buitenplanten;161;Lente;Roze;Ja;pixie_powder_basket.jpg;jamesbrittenia_safari_lava_flow_12817_mono.jpg;portulaca_mojave_mango_ecogrande.jpg
Vioolbladplant Pendula Bloom;placeholder;Laag;Veel licht;296;70.86;Buitenplanten;108;Herfst;Wit;Nee;dahlia_virtuoso_classy_carmine_ecogrande_0.jpg;portulaca_mojave_mango_co-ex_grande.jpg;supertunia_bermuda_beach_co-ex_grande_25.jpg
Vioolbladplant Pendula Blush;placeholder;Laag;Schaduw;46;180.96;Buitenplanten;109;Lente;Groen;Nee;coleus_colorblaze_mini_me_chartreuse_tag.jpg;supertunia_blue_tiara_macro_02.jpg;dahlia_virtuoso_classy_carmine_ecogrande.jpg
Vioolbladplant Pendula Forest;placeholder;Gemiddeld;Schaduw;180;152.4;Tussenvariant;196;Winter;Rood;Nee;dahlia_virtuoso_pinkerific_tag_0.jpg;berry_express.jpg;coleus_colorblaze_mini_me_chartreuse_tag.jpg
Vioolbladplant Pendula Sky;placeholder;Laag;Halfschaduw;173;82.66;Tussenvariant;104;Lente;Paars;Ja;gigi.jpg;agastache_maestro_coral_mono.jpg;portulaca_mojave_fuchsia_co-ex_grande_25.jpg
Vioolbladplant Pendula Ocean;placeholder;Gemiddeld;Halfschaduw;252;22.45;Tussenvariant;22;Zomer;Blauw;Ja;angelonia_angelface_white_ecogrande25.jpg;lobelia_laguna_royale_lilac_12818_mono.jpg;ipomoea_sweet_caroline_medusa_black_12824_mono.jpg
Vioolbladplant Pendula Frost;placeholder;Hoog;Schaduw;225;154.5;Buitenplanten;134;Herfst;Blauw;Ja;cuphea_totally_tempted_frosted_violet_tag.jpg;portulaca_mojave_fuchsia_co-ex_grande_25.jpg;cuphea_totally_tempted_watermelon_wine_mono.jpg
Vioolbladplant Pendula Summer;placeholder;Hoog;Veel licht;210;7.62;Tussenvariant;77;Winter;Blauw;Ja;cuphea_totally_tempted_watermelon_wine_grande.jpg;supertunia_mini_vista_plum_veined_tag.jpg;agastache_maestro_coral_co-ex_grande.jpg
Vioolbladplant Pendula Autumn;placeholder;Hoog;Halfschaduw;34;82.0;Kamerplanten;147;Lente;Oranje;Nee;begonia_space_age_europa_ecogrande.jpg;begonia_space_age_black_hole_macro_01.jpg;begonia_space_age_europa_macro_02.jpg
Vioolbladplant Pendula Winter;placeholder;Gemiddeld;Veel licht;183;31.24;Tussenvariant;54;Zomer;Geel;Nee;salvia_unplugged_white_tag.jpg;coleus_colorblaze_mini_me_chartreuse_tag_0.jpg;corner_cafe.jpg
Vioolbladplant Pendula Spring;placeholder;Laag;Halfschaduw;216;171.11;Buitenplanten;85;Lente;Blauw;Nee;cuphea_totally_tempted_richly_red_mono.jpg;jamesbrittenia_safari_lava_flow_12817_mono.jpg;called_your_bluff_0.jpg
Vioolbladplant Pendula Elite;placeholder;Hoog;Schaduw;217;39.77;Kamerplanten;20;Jaarrond;Paars;Ja;dahlia_virtuoso_rad_raz_grande.jpg;saffron_sunrise_basket.jpg;begonia_space_age_europa_mono.jpg
Vioolbladplant Pendula Prime;placeholder;Gemiddeld;Halfschaduw;224;31.73;Tussenvariant;157;Lente;Roze;Ja;send_me_an_angel-900x1200-e17b42d.jpg;warm_and_toasty.jpg;cayenne_pc-1133x1200-95d6dc9.jpg
Vioolbladplant Pendula Natural;placeholder;Gemiddeld;Veel licht;190;35.16;Tussenvariant;12;Jaarrond;Wit;Ja;cuphea_totally_tempted_watermelon_wine_ecogrande.jpg;scaevola_whirlwind_white_12305_mono.jpg;im_in_heaven.jpg
Vioolbladplant Pendula Botanic;placeholder;Gemiddeld;Schaduw;206;77.54;Kamerplanten;23;Zomer;Roze;Nee;fashion_canvas_0.jpg;lobelia_laguna_royale_pink_12819_tag.jpg;salvia_unplugged_white_ecogrande_1.jpg
Vioolbladplant Pendula Lush;placeholder;Gemiddeld;Veel licht;181;114.0;Buitenplanten;54;Herfst;Geel;Nee;quaint_cottage.jpg;salvia_unplugged_red_tag.jpg;bold_symphony.png
Vioolbladplant Pendula Fresh;placeholder;Gemiddeld;Veel licht;271;167.61;Tussenvariant;136;Herfst;Wit;Nee;only_vogue.jpg;bohemian.jpg;begonia_surefire_cascade_red_12825_tag.jpg
Vioolbladplant Pendula Zen;placeholder;Laag;Veel licht;231;35.83;Buitenplanten;137;Jaarrond;Roze;Ja;dahlia_virtuoso_vibrant_violet_grande.jpg;ipomoea_sweet_caroline_medusa_black_12824_mono.jpg;caladium_heart_to_heart_midnight_oil_12831_tag.jpg
Vioolbladplant Pendula Wild;placeholder;Gemiddeld;Schaduw;165;170.35;Tussenvariant;143;Winter;Roze;Ja;angelonia_angelface_wedgwood_pink_tag.jpg;scaevola_stardiva_pink_mono.jpg;salvia_unplugged_red_grande.jpg
Vioolbladplant Pendula Soft;placeholder;Gemiddeld;Halfschaduw;105;46.25;Buitenplanten;116;Herfst;Geel;Nee;gigi.jpg;alocasia_heart_to_heart_emerald_isle_mono.jpg;a_big_heart.jpg
Vioolbladplant Pendula Bright;placeholder;Gemiddeld;Halfschaduw;62;20.01;Buitenplanten;3;Lente;Rood;Nee;dahlia_virtuoso_classy_carmine_ecogrande_0.jpg;cuphea_totally_tempted_watermelon_wine_tag.jpg;eclectic_elegance.jpg
Vioolbladplant Pendula Calm;placeholder;Hoog;Schaduw;271;5.55;Kamerplanten;152;Jaarrond;Paars;Nee;begonia_space_age_europa_tag.jpg;lobelia_laguna_royale_azure_12820_tag.jpg;dahlia_virtuoso_pinkerific_co-ex_grande.jpg
Vioolbladplant Columnaris Select;placeholder;Hoog;Veel licht;149;154.52;Tussenvariant;113;Herfst;Wit;Nee;angelonia_angelface_white_grande_25.jpg;alocasia_heart_to_heart_emerald_isle_1-gal.jpg;hold_me_tight_recipe_in_legacy_stone_boston_urn_greige_stone_02.jpg
Vioolbladplant Columnaris Beauty;placeholder;Gemiddeld;Veel licht;131;94.75;Buitenplanten;129;Winter;Rood;Nee;salvia_unplugged_red_tag.jpg;cuphea_totally_tempted_watermelon_wine_mono.jpg;vista_view.jpg
Vioolbladplant Columnaris Princess;placeholder;Laag;Schaduw;53;59.94;Tussenvariant;161;Lente;Rood;Ja;pixie_powder_with_thriller_scene.jpg;cuphea_totally_tempted_watermelon_wine_ecogrande.jpg;supertunia_mini_vista_plum_veined_grande_01.jpg
Vioolbladplant Columnaris King;placeholder;Gemiddeld;Halfschaduw;115;70.17;Buitenplanten;73;Winter;Roze;Ja;berry_express.jpg;heliotropium_aromagica_purple_tag.jpg;begonia_space_age_black_hole_mono.jpg
Vioolbladplant Columnaris Queen;placeholder;Hoog;Schaduw;147;33.1;Buitenplanten;149;Herfst;Wit;Nee;carex_graceful_grasses_toffee_twist_co-ex_grande25.jpg;supertunia_mini_vista_pink_cloud_12822_tag.jpg;send_me_an_angel-900x1200-e17b42d.jpg
Vioolbladplant Columnaris Gem;placeholder;Gemiddeld;Veel licht;68;122.95;Tussenvariant;72;Winter;Roze;Ja;called_your_bluff_0.jpg;love_me_forever.jpg;cuphea_totally_tempted_frosted_violet_macro_01.jpg
Vioolbladplant Columnaris Delight;placeholder;Gemiddeld;Halfschaduw;273;113.59;Kamerplanten;93;Herfst;Blauw;Ja;coleus_colorblaze_mini_me_chartreuse_tag_0.jpg;supertunia_mini_vista_plum_veined_tag.jpg;retro_chic.jpg
